icd_10,DOID,MESH,ULMS,Alternateids,Name,Name_DO,Descriptions,probs,gender,pharmgkb_ids,symptoms,symptoms_mesh_id,sympotoms_tf_idfs,names_ru,descriptions_ru,symptoms_ru
B18.2,,['MESH:D019698'],['UMLS_CUI:C0524910'],,chronic viral hepatitis c,,['Chronic viral hepatitis C'],0.0003956851332536,neutral,,"['Fever', 'Body Weight', 'Weight Loss', 'Cyanosis', 'Muscle Weakness', 'Quadriplegia', 'Seizures', 'Abdominal Pain', 'Anorexia', 'Nausea', 'Anoxia', 'Cough', 'Dyspnea', 'Respiratory Sounds', 'Proteinuria', 'Obesity', 'Edema', 'Hearing Loss', 'Hearing Loss, Sensorineural', 'Sleep Disorders', 'Diarrhea', 'Sneezing', 'Asthenia', 'Fever of Unknown Origin', 'Overweight', 'Obesity, Morbid', 'Thinness', 'Fatigue', 'Hypergammaglobulinemia', 'Ataxia', 'Chorea', 'Dystonia', 'Psychomotor Agitation', 'Akathisia, Drug-Induced', 'Gait Disorders, Neurologic', 'Dysarthria', 'Learning Disorders', 'Confusion', 'Delirium', 'Coma', 'Memory Disorders', 'Psychomotor Disorders', 'Pain', 'Headache', 'Facial Paralysis', 'Psychophysiologic Disorders', 'Sensation Disorders', 'Dizziness', 'Tinnitus', 'Olfaction Disorders', 'Hypesthesia', 'Paresthesia', 'Vision Disorders', 'Blindness', 'Color Vision Defects', 'Diplopia', 'Vision, Low', 'Vertigo', 'Abdomen, Acute', 'Arthralgia', 'Constipation', 'Jaundice', 'Pruritus', 'Purpura', 'Purpura, Schoenlein-Henoch', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Purpura, Thrombotic Thrombocytopenic', 'Albuminuria', 'Hemoglobinuria', 'Torticollis', 'Hearing Loss, Sudden', 'Chills', 'Livedo Reticularis', 'Hearing Loss, Unilateral', 'Purpura, Hyperglobulinemic', 'Ageusia']","['MESH:D005334', 'MESH:D001835', 'MESH:D015431', 'MESH:D003490', 'MESH:D018908', 'MESH:D011782', 'MESH:D012640', 'MESH:D015746', 'MESH:D000855', 'MESH:D009325', 'MESH:D000860', 'MESH:D003371', 'MESH:D004417', 'MESH:D012135', 'MESH:D011507', 'MESH:D009765', 'MESH:D004487', 'MESH:D034381', 'MESH:D006319', 'MESH:D012893', 'MESH:D003967', 'MESH:D012912', 'MESH:D001247', 'MESH:D005335', 'MESH:D050177', 'MESH:D009767', 'MESH:D013851', 'MESH:D005221', 'MESH:D006942', 'MESH:D001259', 'MESH:D002819', 'MESH:D004421', 'MESH:D011595', 'MESH:D017109', 'MESH:D020233', 'MESH:D004401', 'MESH:D007859', 'MESH:D003221', 'MESH:D003693', 'MESH:D003128', 'MESH:D008569', 'MESH:D011596', 'MESH:D010146', 'MESH:D006261', 'MESH:D005158', 'MESH:D011602', 'MESH:D012678', 'MESH:D004244', 'MESH:D014012', 'MESH:D000857', 'MESH:D006987', 'MESH:D010292', 'MESH:D014786', 'MESH:D001766', 'MESH:D003117', 'MESH:D004172', 'MESH:D015354', 'MESH:D014717', 'MESH:D000006', 'MESH:D018771', 'MESH:D003248', 'MESH:D007565', 'MESH:D011537', 'MESH:D011693', 'MESH:D011695', 'MESH:D011696', 'MESH:D016553', 'MESH:D011697', 'MESH:D000419', 'MESH:D006456', 'MESH:D014103', 'MESH:D003639', 'MESH:D023341', 'MESH:D054068', 'MESH:D046088', 'MESH:D011694', 'MESH:D000370']","[6.189376322832969, 11.66158680292201, 10.000537113811744, 1.7434095875238662, 4.964955408514309, 1.3691396694936402, 2.5355007765642417, 3.3939347125896315, 3.650521227908373, 6.832518444984839, 2.0039771434149403, 5.2589166043853295, 4.020886726158468, 3.2785386565425387, 13.73875550886907, 49.95321909814008, 0.5958780941028821, 0.8035505446228293, 6.0742793023214725, 4.478996729607951, 4.615940655411553, 3.356920825345602, 12.37931550632122, 2.9463098333420885, 1.6477441991016823, 1.75293995237456, 2.6705996098560565, 70.55681564232863, 8.395625818534679, 1.2196597127769402, 1.992983371326988, 1.5361090335230454, 2.2425601797093533, 3.110911449294389, 1.744765519935002, 2.0265851178737564, 1.7353123772912469, 1.5089482112769952, 4.16791029906543, 1.312084812843242, 1.4679976076638996, 2.6632819832742194, 2.964480377676661, 6.191949782983234, 4.071290734891374, 4.447516902460435, 1.0299657128149189, 1.3424714224114789, 3.948067245094652, 6.864690649627625, 1.7219610441163826, 1.358018146149779, 5.9714048868111815, 1.0981383550099495, 2.566609896332009, 1.6441652988834758, 2.2560435300466404, 1.5962519431875786, 1.4376001304795285, 25.114100005545627, 1.5939154935265591, 8.728270625713499, 14.659421084818034, 10.632186059291335, 1.9982144207445407, 5.659622082207321, 42.5456780090536, 13.104231648538187, 6.195259995684996, 2.8835216070987286, 2.154990922649467, 12.926510146720808, 3.5851794773265837, 4.098858170074981, 3.5851794773265837, 3.674524577662433, 3.5851794773265837]",Хронический вирусный гепатит C,,"['Высокая температура, температура', 'Вес тела', 'потеря веса', 'Цианоз', 'Мышечная слабость', 'квадриплегия, тетраплегия, паралич рук и ног', 'Судороги', 'Боль в животе', 'анорексия', 'тошнота, рвота ', 'Аноксия', 'Кашель', 'одышка', 'распиратоные звуки, хрипы в грудной клетке ', 'альбуминурия, протеинурия', 'ожирение, тучность, фактор насыщения', 'отёк, водянка', 'Потеря слуха', 'Потеря слуха нейросенсорная', 'Нарушения сна', 'диарея, понос', 'Чихание', 'Астения', 'Лихорадка неизвестного происхождения', 'Избыточный вес', 'Ожирение', 'худоба', 'усталость', 'гипергаммаглобулинемия', 'атаксия, диссинергия, дискоординация', 'хорея', 'дистония', 'Психомоторное возбуждение', 'Акатизия индуцированная лекарствами', 'неврологические нарушения походки', 'дизартрия, дизартроз', 'Расстройства обучения', 'спутанное сознание', 'делирий', 'кома', 'Расстройства памяти', 'Психомоторные расстройства', 'Боль', 'головная боль, цефалгия', 'Лицевой паралич', 'Психофизиологические расстройства', 'Расстройства чувствительности', 'головокружение', 'шум в ушах', 'Расстройства обоняния', 'гипестезия', 'парестезия, спонтанно возникающее неприятное ощущение онемения, покалывания, жжения ', 'Нарушения зрения', 'Слепота, корковая', 'Дефекты цветного зрения', 'Диплопия', 'низкое зрение', 'вертиго, головокружение', 'острая боль живота', 'артралгия', 'констипация, обстипация, коп-ростаз, запор', 'желтуха', 'зуд, зудящий, чесотка', 'Пурпура', 'Пурпура Шенлейна-Еноха', 'Пурпура тромбоцитопеническая идиопатическая', 'тромбоцитопеническая идиопатическая пурпура', 'Пурпура тромботическая тромбоцитопеническая', 'альбуминурия, протеинурия', 'гемоглобинурия', 'кривошея', 'внезапная потеря слуха ', 'Озноб', 'Ливедо сетчатое', 'односторонняя потеря слуха ', 'гиперглобулинемия пурпура ', 'агевзия']"
B18.8,,,,,,,,0.0003956851332536,neutral,,,,,Другой хронический вирусный гепатит,,
B18.9,,,,,,,,0.0003956851332536,neutral,,,,,Хронический вирусный гепатит неуточненный,,
B37.0,,"['MESH:D002180', 'MESH:D002180']","['UMLS_CUI:C0006849', 'UMLS_CUI:C0006849']",,candidal stomatitis,,"['Candidal stomatitis', 'Oral thrush']",0.0001448178208976,neutral,,"['Fever', 'Body Weight', 'Birth Weight', 'Weight Loss', 'Diarrhea, Infantile', 'Cough', 'Cachexia', 'Obesity', 'Edema', 'Oral Manifestations', 'Diarrhea', 'Hypergammaglobulinemia', 'Tremor', 'Mental Retardation', 'Tetany', 'Pain', 'Paresthesia', 'Taste Disorders', 'Voice Disorders', 'Hoarseness', 'Oral Hemorrhage', 'Hiccup', 'Tinea Pedis', 'Skin Manifestations', 'Glossalgia', 'Halitosis', 'Miosis', 'Fever', 'Body Weight', 'Birth Weight', 'Weight Loss', 'Diarrhea, Infantile', 'Cough', 'Cachexia', 'Obesity', 'Edema', 'Oral Manifestations', 'Diarrhea', 'Hypergammaglobulinemia', 'Tremor', 'Mental Retardation', 'Tetany', 'Pain', 'Paresthesia', 'Taste Disorders', 'Voice Disorders', 'Hoarseness', 'Oral Hemorrhage', 'Hiccup', 'Tinea Pedis', 'Skin Manifestations', 'Glossalgia', 'Halitosis', 'Miosis']","['MESH:D005334', 'MESH:D001835', 'MESH:D001724', 'MESH:D015431', 'MESH:D003968', 'MESH:D003371', 'MESH:D002100', 'MESH:D009765', 'MESH:D004487', 'MESH:D009912', 'MESH:D003967', 'MESH:D006942', 'MESH:D014202', 'MESH:D008607', 'MESH:D013746', 'MESH:D010146', 'MESH:D010292', 'MESH:D013651', 'MESH:D014832', 'MESH:D006685', 'MESH:D006472', 'MESH:D006606', 'MESH:D014008', 'MESH:D012877', 'MESH:D005926', 'MESH:D006209', 'MESH:D015877', 'MESH:D005334', 'MESH:D001835', 'MESH:D001724', 'MESH:D015431', 'MESH:D003968', 'MESH:D003371', 'MESH:D002100', 'MESH:D009765', 'MESH:D004487', 'MESH:D009912', 'MESH:D003967', 'MESH:D006942', 'MESH:D014202', 'MESH:D008607', 'MESH:D013746', 'MESH:D010146', 'MESH:D010292', 'MESH:D013651', 'MESH:D014832', 'MESH:D006685', 'MESH:D006472', 'MESH:D006606', 'MESH:D014008', 'MESH:D012877', 'MESH:D005926', 'MESH:D006209', 'MESH:D015877']","[3.0946881614164843, 1.3719513885790602, 1.4071309430047, 1.0000537113811745, 2.281245322020591, 1.3147291510963324, 1.9947240158047723, 0.8325536516356681, 1.7876342823086462, 5.5973288485437225, 4.615940655411553, 1.6791251637069355, 1.739352786828252, 0.9054466840727144, 2.3812066730006465, 1.3175468345229604, 1.358018146149779, 4.752183144667752, 1.66524481467453, 4.4322538452823945, 2.575912288994324, 2.953725865771977, 6.944312177846374, 0.6123572181015575, 12.049860215514023, 3.2414079382237584, 2.09544952895845, 3.0946881614164843, 1.3719513885790602, 1.4071309430047, 1.0000537113811745, 2.281245322020591, 1.3147291510963324, 1.9947240158047723, 0.8325536516356681, 1.7876342823086462, 5.5973288485437225, 4.615940655411553, 1.6791251637069355, 1.739352786828252, 0.9054466840727144, 2.3812066730006465, 1.3175468345229604, 1.358018146149779, 4.752183144667752, 1.66524481467453, 4.4322538452823945, 2.575912288994324, 2.953725865771977, 6.944312177846374, 0.6123572181015575, 12.049860215514023, 3.2414079382237584, 2.09544952895845]",Кандидозный стоматит,,"['Высокая температура, температура', 'Вес тела', 'Вес при рождении', 'потеря веса', 'Диарея инфантильная', 'Кашель', 'кахексия', 'ожирение, тучность, фактор насыщения', 'отёк, водянка', 'Оральные проявления', 'диарея, понос', 'гипергаммаглобулинемия', 'Тремор', 'Умственная отсталость', 'тетания', 'Боль', 'парестезия, спонтанно возникающее неприятное ощущение онемения, покалывания, жжения ', 'Вкусовые расстройства', 'Голосовые расстройства', 'Охриплость', 'Оральное кровотечение', 'икота', 'Стригущий лишай стопы', 'Кожные проявления', 'глоссалгия, глоссодиния', 'дурной запах изо рта', 'миоз, сужение зрачка', 'Высокая температура, температура', 'Вес тела', 'Вес при рождении', 'потеря веса', 'Диарея инфантильная', 'Кашель', 'кахексия', 'ожирение, тучность, фактор насыщения', 'отёк, водянка', 'Оральные проявления', 'диарея, понос', 'гипергаммаглобулинемия', 'Тремор', 'Умственная отсталость', 'тетания', 'Боль', 'парестезия, спонтанно возникающее неприятное ощущение онемения, покалывания, жжения ', 'Вкусовые расстройства', 'Голосовые расстройства', 'Охриплость', 'Оральное кровотечение', 'икота', 'Стригущий лишай стопы', 'Кожные проявления', 'глоссалгия, глоссодиния', 'дурной запах изо рта', 'миоз, сужение зрачка']"
B37.1,,,,,pulmonary candidiasis,,,0.0001448178208976,neutral,,,,,Легочный кандидоз,,
B37.2,DOID:14512,,,,candidiasis of skin and nail,candidal paronychia,,0.0001448178208976,neutral,,,,,Кандидоз кожи и ногтей,,
B37.3,DOID:2272,['MESH:D002181'],"['UMLS_CUI:C0700345', 'UMLS_CUI:C0006852', 'UMLS_CUI:C0700345', 'UMLS_CUI:C0700345']",,candidiasis of vulva and vagina,vulvovaginal candidiasis,"['Candidiasis of vulva and vagina', 'Vaginal thrush', 'Candidal vulvovaginitis', 'Monilial vulvovaginitis']",0.0001448178208976,female,PA165108744,,,,Кандидоз вульвы и вагины,,
C16.0,DOID:10548,,,,malignant neoplasm of cardia,cardia cancer,,0.0001315342529716,neutral,,,,,Злокач. новообр. кардии желудка,,
C16.1,DOID:10538,,,,malignant neoplasm of fundus of stomach,gastric fundus cancer,,0.0001315342529716,neutral,,,,,Злокач. новообр. дна желудка,,
C16.2,DOID:10534,['MESH:D013274'],,DOID:10543; DOID:10539; DOID:4713; DOID:10542,malignant neoplasm of body of stomach,stomach cancer,,0.0001315342529716,neutral,,"['Heartburn', 'Hiccup', 'Purpura, Thrombocytopenic', 'Purpura, Thrombotic Thrombocytopenic', 'Pain, Postoperative', 'Vomiting', 'Weight Loss', 'Cachexia', 'Fever', 'Purpura, Thrombocytopenic, Idiopathic', 'Hyperemesis Gravidarum', 'Jaundice, Obstructive', 'Edema', 'Gastroparesis', 'Nausea', 'Abdominal Pain', 'Diarrhea', 'Body Weight', 'Emaciation', 'Eructation', 'Flatulence', 'Fatigue', 'Anorexia', 'Constipation', 'Vomiting, Anticipatory', 'Dyspepsia', 'Abdomen, Acute', 'Asthenia', 'Hematemesis']","['MESH:D006356', 'MESH:D056865', 'MESH:D006606', 'MESH:D011696', 'MESH:D011697', 'MESH:D010149', 'MESH:D014839', 'MESH:D015431', 'MESH:D002100', 'MESH:D005334', 'MESH:D016553', 'MESH:D006939', 'MESH:D041781', 'MESH:D004487', 'MESH:D018589', 'MESH:D009325', 'MESH:D015746', 'MESH:D003967', 'MESH:D001835', 'MESH:D004614', 'MESH:D004884', 'MESH:D005414', 'MESH:D005221', 'MESH:D001260', 'MESH:D000855', 'MESH:D003248', 'MESH:D014840', 'MESH:D004415', 'MESH:D000006', 'MESH:D001247', 'MESH:D006396']","[15.884347085430935, 5.907451731543954, 9.904338643862811, 41.49673355370425, 3.3557106445329192, 73.38560189200871, 54.00290041458342, 61.83644448994794, 16.092378439365717, 13.537261184698876, 17.250496430717185, 49.9605726435496, 10.725805693851877, 3.2974974048748016, 95.65525822978778, 50.90902068884447, 60.930416651432495, 44.58842012881946, 5.497922163755425, 7.9558111193146335, 6.275734518565836, 26.17430257699287, 85.78724885584677, 6.375661974106237, 27.244145534124108, 310.22577770860767, 15.813601435274816, 18.56897325948183, 152.26790612964066]",Злокач. новообр. тела желудка,,"['изжога', 'икота', 'Пурпура тромбоцитопеническая идиопатическая', 'Пурпура тромботическая тромбоцитопеническая', 'Послеоперационная боль ', 'рвотный рефлекс, глоточный рефлекс', 'потеря веса', 'кахексия', 'Высокая температура, температура', 'тромбоцитопеническая идиопатическая пурпура', 'гиперемезис беременных', 'обтурационная желтуха ', 'отёк, водянка', 'гастропарез', 'тошнота, рвота ', 'Боль в животе', 'диарея, понос', 'Вес тела', 'кахексия, истощение, атрофия общая', 'отрыжка', 'Метеоризм', 'усталость', 'анорексия', 'констипация, обстипация, коп-ростаз, запор', 'Рвота предварительная', 'диспепсия', 'острая боль живота', 'Астения', 'кровавая рвота']"
C16.3,DOID:10547,,,,malignant neoplasm of pyloric antrum,pyloric antrum cancer,,0.0001315342529716,neutral,,,,,Злокач. новообр. преддверия привратника желудка,,
C16.4,DOID:0111648,['MESH:C563268'],,,malignant neoplasm of pylorus,ectopia lentis with ectopia of pupil,,0.0001315342529716,neutral,,,,,Злокач. новообр. привратника желудка,,
C16.5,DOID:0050440,['MESH:D052496'],,,"malignant neoplasm of lesser curvature of stomach, unspecified",familial partial lipodystrophy,,0.0001315342529716,neutral,,,,,Злокач. новообр. малой кривизны желудка неуточненной части,,
C16.6,DOID:0081249,,,,"malignant neoplasm of greater curvature of stomach, unspecified",EWSR1-negative small round cell tumor,,0.0001315342529716,neutral,,,,,Злокач. новообр. большой кривизны желудка неуточненной части,,
C16.8,,,,,malignant neoplasm of overlapping sites of stomach,,,0.0001315342529716,neutral,,,,,"Поражение желудка, выходящее за пределы одной и более вышеуказ. локализ.",,
